Date,SPX,Gold,CPI,Bonds,XLRE,XLC,PICK,XAR,KBE,XLY,VPU,VNQ,XBI,VDE,VDC,IYR,IYH,ITA,XHB,XLU,SOXX,KIE,IYE,XLF,VHT,IXP,XME,IYK,IYM,XSD,IYC,IBB,VIS,XLK,ITB,IAT,IYF,XLI,XTN,IYW,IYJ,IDU,VGT,IYT,XLB,XLV,IYZ,VAW,IAK,VCR,VOX,XLP,VFH,SMH,XLE
28/06/2004,1133.349976,13,191.7,4.76,-1,-1,-1,-1,-1,24.4979763,25.30207443,-1,-1,-1,32.94100189,23.45718002,8.756789207,-1,-1,11.5136795,15.85695076,-1,11.05729198,15.17059994,37.08019257,22.11120033,-1,11.08088017,30.43086243,-1,11.64275837,23.68022346,-1,15.35316181,-1,-1,30.66931534,18.90170288,-1,10.20303917,19.42201424,15.4977951,38.51903534,11.32040977,16.55435562,21.28464317,12.03577805,34.91238785,-1,39.01086426,-1,13.36273384,31.56277847,15.7031126,17.27928162
29/06/2004,1136.199951,12.68,191.7,4.7,-1,-1,-1,-1,-1,24.31314087,25.00936127,-1,-1,-1,32.96542358,22.97471809,8.815723419,-1,-1,11.42674541,16.16221809,-1,11.13550091,15.1068964,37.40953064,21.99325562,-1,11.08936119,30.89162254,-1,11.5592947,23.97502136,-1,15.51159096,-1,-1,30.4680481,19.0488472,-1,10.28043842,19.59136581,15.36085415,38.51903534,11.34214401,16.78154564,21.39706993,12.10982418,35.04800415,-1,38.80569839,-1,13.3743906,31.36035538,15.98847389,17.37382126
30/06/2004,1140.839966,12.73,191.7,4.62,-1,-1,-1,-1,-1,24.35935593,25.07385445,-1,-1,-1,33.06921387,23.21134949,8.865587234,-1,-1,11.47504139,16.29421997,-1,11.22975254,15.17059994,37.63406754,21.99816513,-1,11.12755299,31.04979324,-1,11.6072855,24.06474686,-1,15.61721516,-1,-1,30.63860893,19.16924477,-1,10.3621273,19.70049667,15.47935581,39.07253265,11.39154911,16.90146637,21.47436714,12.16678429,35.52939987,-1,38.75046539,-1,13.45598125,31.48054314,16.11198425,17.50728798
01/07/2004,1128.939941,12.69,191.7,4.57,-1,-1,-1,-1,-1,24.21302032,24.88533592,-1,-1,-1,32.89215851,23.2572937,8.809677124,-1,-1,11.33981037,15.69194508,-1,11.25982952,15.06443501,37.14007187,21.92444801,-1,11.06390476,30.47212219,-1,11.46540546,23.8372345,-1,15.33051682,-1,-1,30.44076538,18.8816452,-1,10.13639832,19.40696907,15.34242153,38.3513031,11.27496147,16.59852791,21.17220306,12.0243845,34.96662521,-1,38.64791107,-1,13.3219471,31.26548767,15.50720024,17.52954292
02/07/2004,1125.380005,12.79,191.7,4.48,-1,-1,-1,-1,-1,24.08210564,25.09866905,-1,-1,-1,32.78834915,23.72138023,8.790031433,-1,-1,11.45572376,15.39769459,-1,11.27988338,15.1068964,37.04275513,22.01782417,-1,11.01087093,30.41710281,-1,11.4007206,23.79557991,-1,15.16453552,-1,-1,30.57380295,18.7211113,-1,10.04825878,19.19245911,15.44248676,37.97392273,11.2077837,16.49754143,21.15816307,12.04716778,34.85813904,-1,38.58478165,-1,13.3219471,31.39832497,15.17925262,17.59627533
06/07/2004,1116.209961,12.68,191.7,4.49,-1,-1,-1,-1,-1,23.92807961,25.09866905,-1,-1,-1,32.77003098,23.57204628,8.706927299,-1,-1,11.43640614,14.75417423,-1,11.30194378,15.00074387,36.68349075,21.91953468,-1,11.02147388,30.21081161,-1,11.32769012,23.30531311,-1,14.84012222,-1,-1,30.40667152,18.68098831,-1,9.764476776,19.08333206,15.48199272,37.0178566,11.07340908,16.37132072,21.00355911,12.05286694,34.614048,-1,38.15867233,-1,13.32776928,31.20222664,14.7277956,17.64076424
07/07/2004,1118.329956,12.85,191.7,4.5,-1,-1,-1,-1,-1,23.85876274,25.11354828,-1,-1,-1,32.81277466,23.87070847,8.694835663,-1,-1,11.46055222,14.96043587,-1,11.37212372,14.96888924,36.66103745,22.04731178,-1,10.97268009,30.45837212,-1,11.34855938,23.23481941,-1,14.93821049,-1,-1,30.28045654,18.71442986,-1,9.798881531,19.16988373,15.44248676,37.2191124,11.2077837,16.56066322,20.95437241,12.13261318,35.02765274,-1,38.23758316,-1,13.33942795,31.28446198,14.85130405,17.74643898
08/07/2004,1109.109985,13.03,191.7,4.49,-1,-1,-1,-1,-1,23.53530502,25.09866905,-1,-1,-1,32.77003098,23.52609634,8.640437126,-1,-1,11.41708755,14.81192684,-1,11.3199892,14.8574152,36.45145035,21.94902039,-1,10.97055912,30.15577507,-1,11.17746258,22.71891212,-1,14.68922806,-1,-1,30.11330605,18.60741615,-1,9.648387909,18.9666748,15.42142677,36.59852982,10.90940666,16.42181587,20.90518379,11.97881794,34.68185425,-1,37.77993774,-1,13.3219471,30.93024063,14.78741837,17.65744972
09/07/2004,1112.810059,13.07,191.7,4.49,-1,-1,-1,-1,-1,23.66623688,25.00936127,-1,-1,-1,32.85552216,23.51460648,8.622298241,-1,-1,11.39293957,15.0319252,-1,11.38014984,14.8574152,36.3766098,21.8212471,-1,11.01935673,30.34145164,-1,11.22753716,22.65482521,-1,14.80994892,-1,-1,30.02121353,18.76124191,-1,9.723632813,19.13601685,15.39772701,36.75788879,10.99437332,16.48491669,20.85598755,11.9731245,34.75643539,-1,37.68524551,-1,13.35691166,30.89229202,15.06425953,17.75755501
12/07/2004,1114.349976,13.06,191.7,4.46,-1,-1,-1,-1,-1,23.72783661,24.95974922,-1,-1,-1,32.70285416,23.69841194,8.583008766,-1,-1,11.41708755,14.67442703,-1,11.34605598,14.92642498,36.22691727,22.08171844,-1,10.98116493,30.3964901,-1,11.23797512,22.47217751,-1,14.7873106,-1,-1,30.25317574,18.78800011,-1,9.641940117,19.18870544,15.39245701,36.19599533,11.00820065,16.49754143,20.7646389,12.13261318,34.8242569,-1,37.53532791,-1,13.3743906,30.96819115,14.76612663,17.65744972
13/07/2004,1115.140015,12.89,191.7,4.5,-1,-1,-1,-1,-1,23.82025337,24.92502975,-1,-1,-1,32.9043541,23.45947266,8.673677444,-1,-1,11.39293957,14.69916534,-1,11.32600403,14.94234657,36.45895004,21.91953468,-1,10.98752785,30.46525002,-1,11.32560062,22.4305172,-1,14.71941853,-1,-1,30.27362442,18.82812881,-1,9.648387909,19.21880722,15.42142677,36.3469429,10.97461128,16.55435562,20.9332943,12.08703804,34.81069183,-1,37.93774796,-1,13.39188194,31.08837891,14.77038479,17.61296082
14/07/2004,1111.469971,12.98,191.7,4.5,-1,-1,-1,-1,-1,23.72013855,25.17307281,-1,-1,-1,32.86161041,23.61800385,8.700880051,-1,-1,11.49435616,14.09415245,-1,11.42025566,14.87334061,36.51134109,22.04239845,-1,10.98752785,30.52713966,-1,11.26718235,22.62277985,-1,14.48553181,-1,-1,30.07236099,18.79468918,-1,9.431257248,19.16988373,15.55573177,35.98631668,10.98449135,16.55435562,21.01058388,12.09843063,35.23784637,-1,37.77993774,-1,13.38605213,30.93024063,13.98671913,17.82429504
15/07/2004,1106.689941,12.96,191.7,4.5,-1,-1,-1,-1,-1,23.60462379,25.28718567,-1,-1,-1,32.77613449,23.87070847,8.613238335,-1,-1,11.54748154,14.09965324,-1,11.51450253,14.73533535,36.42150497,21.75242996,-1,10.93661594,30.61655235,-1,11.21502018,22.52985382,-1,14.41008759,-1,-1,29.9188633,18.88832474,-1,9.416211128,19.24891663,15.5978632,35.76827621,11.08724403,16.58590126,20.77870369,11.99020767,35.14970398,-1,37.69313431,-1,13.29863358,30.90493584,13.91857529,17.94108009
16/07/2004,1101.390015,13.06,191.7,4.38,-1,-1,-1,-1,-1,23.34277153,25.45091248,-1,-1,-1,32.70285416,23.8247776,8.548260689,-1,-1,11.62958527,13.77239323,-1,11.63482761,14.74064445,35.94247055,21.67871857,-1,10.89206028,30.60967827,-1,11.15450954,22.01394844,-1,14.25919437,-1,-1,29.87452888,18.81475067,-1,9.293667793,19.16235542,15.67423153,35.21477127,10.98646164,16.62377357,20.59599686,11.91616344,35.14292526,-1,37.43274307,-1,13.29280567,30.87963867,13.62895966,18.15797806
19/07/2004,1100.900024,13.06,191.7,4.38,-1,-1,-1,-1,-1,23.25035858,25.59974098,-1,-1,-1,32.62959671,24.02925301,8.499902725,-1,-1,11.68270779,13.86314964,-1,11.58268356,14.76187515,35.82271194,21.62955856,-1,10.86872482,30.38960266,-1,11.07939529,21.72556496,-1,14.30446148,-1,-1,29.98369408,18.73448753,-1,9.315167427,19.06451416,15.75060749,34.97994995,11.05167866,16.54803085,20.49761772,11.93325138,34.90562057,-1,36.9356575,-1,13.29863358,30.84801102,13.70562172,18.09680176
20/07/2004,1108.670044,12.86,191.7,4.47,-1,-1,-1,-1,-1,23.51220894,25.59974098,-1,-1,-1,32.62959671,24.03153801,8.528615952,-1,-1,11.70685863,14.20415592,-1,11.5766716,14.83619022,35.94247055,21.60990715,-1,10.86236191,30.43772507,-1,11.19415379,22.26069832,-1,14.53833675,-1,-1,30.0894146,18.84819794,-1,9.506504059,19.21880722,15.81381226,35.74309921,11.225564,16.52279663,20.58194351,11.99590683,34.72253418,-1,37.40907669,-1,13.30446243,30.98084259,14.01227379,18.04118347
21/07/2004,1093.880005,12.81,191.7,4.5,-1,-1,-1,-1,-1,23.30427933,25.30207443,-1,-1,-1,32.31209564,23.75585365,8.412261963,-1,-1,11.5233345,13.57713985,-1,11.35808468,14.68756294,35.59817505,21.48212051,-1,10.69051456,29.82568359,-1,11.12321377,21.21286201,-1,14.31955242,-1,-1,29.8131218,18.60071945,-1,9.343117714,18.92902946,15.54255962,35.58377457,10.97658825,16.20722961,20.35005188,11.96173096,34.42420578,-1,37.07767868,-1,13.123806,31.13898468,13.531003,17.71862793
22/07/2004,1096.839966,12.79,191.7,4.48,-1,-1,-1,-1,-1,23.34277153,25.06394005,-1,-1,-1,31.89080048,23.32393074,8.430395126,-1,-1,11.44606209,13.95665264,-1,11.42226028,14.7034893,35.56075668,21.60007668,-1,10.60989189,29.72941589,-1,11.15450954,21.43396759,-1,14.47044563,-1,-1,29.77900696,18.48702049,-1,9.444159508,18.89517784,15.43458557,35.43280792,10.86790848,16.13780403,20.4484272,12.04716778,34.085186,-1,37.1092453,-1,13.08301258,30.36728668,13.95264626,17.77423668
23/07/2004,1086.199951,12.59,191.7,4.45,-1,-1,-1,-1,-1,23.20414734,24.91510773,-1,-1,-1,31.5793972,23.09188271,8.36692524,-1,-1,11.37844944,13.50563812,-1,11.36812019,14.62917233,35.25387192,21.40349007,-1,10.46987534,29.52997017,-1,11.04392624,21.10711288,-1,14.22147369,-1,-1,29.62892151,18.40006828,-1,9.248520851,18.71829987,15.34768391,34.85413361,10.85209751,16.05576324,20.32194138,12.13830853,33.82752228,-1,36.68314362,-1,12.89069939,30.42423248,13.531003,17.70750046
26/07/2004,1084.069946,12.56,191.7,4.49,-1,-1,-1,-1,-1,23.00391579,24.79603195,-1,-1,-1,31.47558403,22.91726685,8.262663841,-1,-1,11.34947395,13.38463211,-1,11.23977184,14.63447094,34.83472443,21.52635574,-1,10.43805218,29.24113083,-1,10.93751144,20.62005615,-1,14.30446148,-1,-1,29.50612259,18.33986473,-1,9.186178207,18.64678764,15.31082058,34.67803574,10.81652927,15.91691017,20.11816216,12.23513699,33.35967255,-1,36.46222305,-1,12.84408092,30.36097145,13.43730068,17.55177879
27/07/2004,1094.829956,12.53,191.7,4.62,-1,-1,-1,-1,-1,23.39668083,24.84563637,-1,-1,-1,31.68319321,22.94943237,8.341239929,-1,-1,11.33498192,13.4561348,-1,11.37212372,14.75656223,35.17153549,21.75242996,-1,10.45926094,29.81881332,-1,11.12738705,21.22888947,-1,14.44026089,-1,-1,29.79607391,18.52714729,-1,9.289373398,18.88388062,15.2765789,34.75350571,10.9153347,16.18829346,20.20248795,12.54841995,34.00381851,-1,37.11712265,-1,12.97811699,30.66458321,13.48841095,17.72974777
28/07/2004,1095.420044,12.45,191.7,4.61,-1,-1,-1,-1,-1,23.29656792,24.82084846,-1,-1,-1,31.60991859,23.11255264,8.301954269,-1,-1,11.48470688,13.39288044,-1,11.45033646,14.80434036,34.84220123,21.87038231,-1,10.45714092,30.05951118,-1,11.04601669,21.28656769,-1,14.43272209,-1,-1,29.9427433,18.64084625,-1,9.297966957,18.98548126,15.41879463,34.67803574,10.97856331,16.33345032,20.15329361,12.59968948,34.32927322,-1,36.78573608,-1,12.94314957,30.67090607,13.37341499,17.85210419
29/07/2004,1100.430054,12.45,191.7,4.6,-1,-1,-1,-1,-1,23.41208839,25.23758698,-1,-1,-1,31.34126663,23.13093376,8.359372139,-1,-1,11.56680393,13.77789879,-1,11.50647926,14.86803246,35.10417557,22.04239845,-1,10.32348537,30.43772507,-1,11.11069679,21.58136559,-1,14.63641834,-1,-1,29.98369408,18.66091728,-1,9.401156425,19.06451416,15.54782581,35.466362,11.11490536,16.54803085,20.24464607,12.63956165,34.7021904,-1,37.13291931,-1,12.79163361,30.81640434,13.82487297,17.98001289
30/07/2004,1101.719971,12.58,191.7,4.5,-1,-1,-1,-1,-1,23.43518829,25.26732826,-1,-1,-1,31.26798439,23.27338791,8.380526543,-1,-1,11.64890289,13.94015217,-1,11.5766716,14.84680653,35.14908218,21.97851181,-1,10.33621597,30.31396484,-1,11.08357048,21.74157524,-1,14.66660023,-1,-1,29.89498329,18.63416862,-1,9.463504791,19.07957268,15.59259892,35.7598877,11.06747532,16.51648331,20.32194138,12.59398746,34.76321793,-1,36.99877167,-1,12.79163361,30.72151375,14.01227379,18.04674911
02/08/2004,1106.619995,12.59,191.7,4.48,-1,-1,-1,-1,-1,23.57381439,25.51540375,-1,-1,-1,31.68319321,23.62949181,8.374485016,-1,-1,11.73583603,13.94839764,-1,11.56463718,14.93704414,35.22393799,22.06205559,-1,10.46350956,30.53402138,-1,11.16911411,21.40513229,-1,14.70431519,-1,-1,30.1303463,18.7211113,-1,9.502202988,19.14730072,15.77957344,35.81858063,11.1405983,16.61745262,20.30086708,12.7534771,34.91238785,-1,37.33806229,-1,12.91983509,30.98084259,14.11874962,18.02450371
03/08/2004,1099.689941,12.57,191.7,4.45,-1,-1,-1,-1,-1,23.33507538,25.55509567,-1,-1,-1,31.64656258,23.73056793,8.351811409,-1,-1,11.71168518,13.46164036,-1,11.71704006,14.84680653,35.22393799,21.94902039,-1,10.38500786,30.23142242,-1,11.08774281,21.11031914,-1,14.46290016,-1,-1,30.01779556,18.62078857,-1,9.323766708,18.99677467,15.76903725,35.60891342,11.09909344,16.45336723,20.27978134,12.51424789,34.62761688,-1,37.25915909,-1,12.86738777,30.98084259,13.57359028,18.24139214
04/08/2004,1098.630005,12.59,191.7,4.45,-1,-1,-1,-1,-1,23.21184921,25.69400406,-1,-1,-1,31.50001144,23.91897011,8.335195541,-1,-1,11.81311035,13.59089088,-1,11.46838188,14.88396358,35.11165619,21.98833466,-1,10.37652302,30.3001976,-1,11.00219822,20.97894669,-1,14.48553181,-1,-1,30.05871964,18.62078857,-1,9.31086731,18.98548126,15.82171249,35.122509,11.11688137,16.47860718,20.23763084,12.59968948,34.64117813,-1,36.78573608,-1,12.89652538,30.9998188,13.66729069,17.81873131
05/08/2004,1080.699951,12.57,191.7,4.43,-1,-1,-1,-1,-1,22.80368042,25.48563957,-1,-1,-1,31.32296753,23.5605545,8.202217102,-1,-1,11.67305088,13.39288044,-1,11.30395031,14.63978291,34.4380188,21.72294044,-1,10.24711037,29.61937904,-1,10.80814934,20.50469589,-1,14.26673508,-1,-1,29.65620804,18.23954964,-1,9.179729462,18.59786987,15.69003963,34.82897949,10.8777914,16.1251812,19.86519432,12.38323879,34.09874344,-1,36.14658356,-1,12.74501038,30.6519413,13.50970364,17.55177879
06/08/2004,1063.969971,12.83,191.7,4.24,-1,-1,-1,-1,-1,22.47251701,25.62951088,-1,-1,-1,30.89553833,23.52609634,8.072267532,-1,-1,11.75998974,12.91436481,-1,11.08737373,14.51239204,33.929039,21.55092621,-1,10.1495142,29.12422943,-1,10.64957619,19.87023354,-1,13.83669758,-1,-1,29.28781891,17.86497688,-1,8.919596672,18.1952076,15.77693653,33.76390076,10.55174828,15.83486748,19.59113503,12.24652863,33.19016266,-1,35.55480576,-1,12.5876627,30.20284843,13.0539875,17.20141602
09/08/2004,1065.219971,12.83,191.7,4.28,-1,-1,-1,-1,-1,22.44171715,25.51540375,-1,-1,-1,30.95048904,23.46868134,8.043550491,-1,-1,11.73101425,12.91162395,-1,11.24979782,14.49646854,33.85419464,21.36907768,-1,10.16436863,29.24801254,-1,10.63288212,19.62670517,-1,13.92723179,-1,-1,29.40720367,17.90511894,-1,8.911001205,18.22530937,15.75324154,33.7974472,10.58138847,15.93584919,19.49979782,12.2750082,33.42747879,-1,35.52325058,-1,12.63428783,30.29141426,13.0071373,17.47948837
10/08/2004,1079.040039,12.84,191.7,4.32,-1,-1,-1,-1,-1,22.77287102,25.61463356,-1,-1,-1,31.07872009,23.63867378,8.159907341,-1,-1,11.81793976,13.09587479,-1,11.18764305,14.69817734,34.19850159,21.66396713,-1,10.27892971,29.69503403,-1,10.80814934,20.01443291,-1,14.16865158,-1,-1,29.75171852,18.20610046,-1,9.048586845,18.4962616,15.80063343,34.04904938,10.83036423,16.19460487,19.7878952,12.42311382,33.85464859,-1,35.91775513,-1,12.73335552,30.4368763,13.14342785,17.41274834
11/08/2004,1075.790039,12.66,191.7,4.3,-1,-1,-1,-1,-1,22.61114693,25.76345825,-1,-1,-1,31.39011002,23.60651207,8.291373253,-1,-1,11.86623383,12.48811245,-1,11.15956497,14.74064445,34.81226349,21.68854141,-1,10.37864971,29.55748367,-1,10.70590687,20.46945763,-1,13.81406593,-1,-1,29.76195335,18.18603516,-1,8.80136013,18.49250031,15.87700558,33.12653351,10.82838917,16.13780403,20.11816216,12.43450356,33.74616241,-1,35.77572632,-1,12.83242512,30.54441261,12.60252762,17.32377052
12/08/2004,1063.22998,12.67,191.7,4.27,-1,-1,-1,-1,-1,22.30309105,25.73369217,-1,-1,-1,31.39011002,23.36987495,8.241508484,-1,-1,11.86140347,12.16635227,-1,11.02119732,14.58671093,34.67753601,21.5902462,-1,10.30438995,29.21362114,-1,10.63079262,20.17144775,-1,13.54246426,-1,-1,29.53342628,17.91849136,-1,8.564883232,18.15380478,15.87964725,32.5394783,10.68216515,15.91691017,20.0057354,12.35475731,33.3393364,-1,35.56267929,-1,12.80328846,30.51911545,12.25754452,17.10131073
13/08/2004,1064.800049,12.76,191.7,4.22,-1,-1,-1,-1,-1,22.3570118,25.61463356,-1,-1,-1,31.34126663,23.3767662,8.178040504,-1,-1,11.81793976,12.21034908,-1,11.12948322,14.60263062,34.34072495,21.65414429,-1,10.30651474,29.05545998,-1,10.64748669,19.96315956,-1,13.61790657,-1,-1,29.49930191,17.88505745,-1,8.618623734,18.21778488,15.80853271,32.55625534,10.53594398,15.86011314,19.85114098,12.40602303,33.21050262,-1,35.32598495,-1,12.86156559,30.42423248,12.32994843,17.31264114
16/08/2004,1079.339966,12.91,191.7,4.26,-1,-1,-1,-1,-1,22.88838959,25.75849915,-1,-1,-1,31.53054619,23.68921661,8.295909882,-1,-1,11.87106133,12.37260342,-1,11.18964005,14.82557583,34.81226349,21.94410324,-1,10.37228107,29.9563427,-1,10.86240196,20.61044693,-1,13.73861313,-1,-1,29.94616318,18.21947098,-1,8.732564926,18.53013229,15.92967129,33.12653351,10.87383652,16.30189514,20.11816216,12.54272461,34.09874344,-1,36.1150322,-1,12.94314957,30.77844238,12.39809418,17.41831017
17/08/2004,1081.709961,12.9,191.7,4.21,-1,-1,-1,-1,-1,23.18104744,25.80314064,-1,-1,-1,31.62823105,23.93964386,8.303461075,-1,-1,11.86623383,12.57885933,-1,10.99713707,14.91050911,34.93203354,22.1062851,-1,10.33197021,30.11449242,-1,10.96464157,20.74823189,-1,13.82914925,-1,-1,30.14741325,18.20610046,-1,8.80136013,18.4962616,15.91124439,33.38651276,10.8323431,16.39025497,20.14627075,12.58829689,34.39029694,-1,36.62792206,-1,12.95480633,31.01249123,12.55567932,17.01789284
18/08/2004,1095.170044,12.94,191.7,4.23,-1,-1,-1,-1,-1,23.38128471,25.98672485,-1,-1,-1,31.80529976,24.28425789,8.43492794,-1,-1,11.94350719,13.06287575,-1,11.09539032,15.09097672,35.44099808,22.19475174,-1,10.41683483,30.34833908,-1,11.10026073,21.44677925,-1,14.05549526,-1,-1,30.55675316,18.49370193,-1,8.977646828,18.75970078,16.09032059,33.38651276,11.02598572,16.53541374,20.41330528,12.64525986,34.614048,-1,36.90409088,-1,13.04221249,31.34771729,12.93047428,17.24034309
19/08/2004,1091.22998,13.07,191.7,4.22,-1,-1,-1,-1,-1,23.2734623,25.88254166,-1,-1,-1,31.71982574,23.92815208,8.397149086,-1,-1,11.88556099,12.95011997,-1,11.14352226,15.02727985,35.25387192,22.26356697,-1,10.3913765,30.36898422,-1,11.06478977,21.34103584,-1,14.01022911,-1,-1,30.42372131,18.27298164,-1,8.966897964,18.65055656,15.96391582,34.00711441,10.88766861,16.56066322,20.34303093,12.59968948,34.73609543,-1,36.89619064,-1,12.97811699,31.25914383,12.87936592,17.29596519
20/08/2004,1098.349976,13.2,191.7,4.24,-1,-1,-1,-1,-1,23.48140526,25.92718887,-1,-1,-1,31.78088951,24.55995941,8.486307144,-1,-1,11.93385029,13.03812599,-1,11.25782776,15.18121338,35.58322525,22.16035461,-1,10.46138763,30.68532944,-1,11.14407444,21.77363014,-1,14.07812786,-1,-1,30.7307148,18.45357895,-1,9.003443718,18.78227425,15.99814415,34.14969635,11.00029755,16.69319153,20.51167107,12.67373276,35.0683403,-1,37.23549271,-1,13.0363903,31.41728592,12.90066242,17.47393227
23/08/2004,1095.680054,13.2,191.7,4.28,-1,-1,-1,-1,-1,23.35817337,25.89741135,-1,-1,-1,31.86025047,24.58294106,8.460615158,-1,-1,11.9097023,13.17012405,-1,11.12146664,15.12812424,35.49338913,22.14069366,-1,10.47199249,30.44462013,-1,11.08565521,21.54932022,-1,14.14603043,-1,-1,30.59426689,18.44688225,-1,9.065790176,18.75970078,15.98234463,34.36772156,10.92915916,16.55435562,20.46951294,12.62816811,34.78354645,-1,37.0855751,-1,12.9897728,31.52482224,13.032691,17.25703812
24/08/2004,1096.189941,13.06,191.7,4.28,-1,-1,-1,-1,-1,23.41979027,25.88749504,-1,-1,-1,31.83584976,24.84714699,8.45608139,-1,-1,11.93385029,12.88412094,-1,11.06531525,15.15468216,35.51583862,22.18984032,-1,10.46138763,30.49964523,-1,11.09608936,21.62622452,-1,14.07057953,-1,-1,30.72730637,18.46026039,-1,8.984096527,18.77473831,15.98497772,34.42644119,11.06550789,16.59852791,20.48356628,12.60538673,34.75643539,-1,37.0934639,-1,12.99560165,31.53746223,12.72603893,17.21254349
25/08/2004,1104.959961,13.05,191.7,4.26,-1,-1,-1,-1,-1,23.59691238,26.00657082,-1,-1,-1,31.97016525,24.72079468,8.540701866,-1,-1,11.98214626,13.01887226,-1,11.14151192,15.28737926,35.86761856,22.36677551,-1,10.52291298,30.8297348,-1,11.16911411,21.95628738,-1,14.22901249,-1,-1,30.95925903,18.66091728,-1,9.121684074,18.95161247,16.05608559,34.1077652,11.10897827,16.78154564,20.68032074,12.65665436,35.18361664,-1,37.35385513,-1,13.07136154,31.83475494,12.87510586,17.32377052
26/08/2004,1105.089966,13.06,191.7,4.22,-1,-1,-1,-1,-1,23.58922386,25.96686935,-1,-1,-1,32.04343414,24.81267929,8.53768158,-1,-1,11.98214626,12.89511967,-1,11.23175526,15.32454109,35.80027771,22.26356697,-1,10.56321812,31.08419228,-1,11.1649437,21.86975861,-1,14.15357208,-1,-1,31.04795265,18.66760254,-1,9.076537132,18.95537758,16.05081367,34.36772156,11.1070013,16.86990547,20.65221214,12.65094662,35.40735626,-1,37.38541794,-1,13.09466362,31.84739494,12.73455715,17.44611359
27/08/2004,1107.77002,13.02,191.7,4.23,-1,-1,-1,-1,-1,23.58922386,26.04129982,-1,-1,-1,32.04343414,24.84484673,8.592078209,-1,-1,11.97731686,12.99412155,-1,11.30795574,15.34046078,36.06972885,22.21441078,-1,10.58019447,31.06354904,-1,11.18580818,22.17737961,-1,14.21392155,-1,-1,31.04795265,18.66091728,-1,9.12813282,18.97796249,16.06134987,34.48514175,11.07736397,16.88883781,20.79977226,12.66234207,35.54296494,-1,37.37752151,-1,13.07136154,31.95491982,12.84529495,17.55734444
30/08/2004,1099.150024,13.02,191.7,4.19,-1,-1,-1,-1,-1,23.40438271,26.12066269,-1,-1,-1,31.83584976,25.00107956,8.486307144,-1,-1,12.0062952,12.71361446,-1,11.27386379,15.25022125,35.62811661,22.30287933,-1,10.50169849,30.80221939,-1,11.10026073,21.54932022,-1,14.07057953,-1,-1,30.93538666,18.56059265,-1,8.990543365,18.83496284,16.11138725,34.11613464,11.0358696,16.74367905,20.53977966,12.63385773,35.36667633,-1,37.10134888,-1,13.00725269,31.86637878,12.59826851,17.47948837
31/08/2004,1104.23999,13.09,191.7,4.13,-1,-1,-1,-1,-1,23.38898659,26.2843895,-1,-1,-1,31.87246513,25.19176102,8.536170006,-1,-1,12.12220192,12.57885933,-1,11.47039127,15.32984734,35.71044922,22.15052223,-1,10.5123024,30.96726036,-1,11.07313538,21.69351578,-1,14.01777077,-1,-1,31.07864952,18.64754486,-1,8.966897964,18.86130333,16.24305534,34.11613464,11.05364895,16.79417992,20.65221214,12.66803837,35.3192215,-1,36.94353104,-1,13.01890945,31.88536072,12.49179173,17.76867867
01/09/2004,1105.910034,13.11,191.7,4.13,-1,-1,-1,-1,-1,23.46600533,26.40841484,-1,-1,-1,31.9518528,25.1067791,8.56185627,-1,-1,12.08356094,12.74111557,-1,11.63883686,15.27144527,35.99488068,22.30779266,-1,10.59716511,31.04292107,-1,11.09608936,22.05560875,-1,14.12339401,-1,-1,30.91491699,18.65423393,-1,9.014192581,18.9704361,16.27729607,33.91486359,11.08724403,16.86359215,20.73654175,12.79335499,35.46160507,-1,37.1802597,-1,13.01890945,31.83475494,12.58549118,18.08011436
02/09/2004,1118.310059,13.06,191.7,4.2,-1,-1,-1,-1,-1,23.83566856,26.50267982,-1,-1,-1,32.23271561,25.24920082,8.647994995,-1,-1,12.19464874,12.82636833,-1,11.74511528,15.44130516,36.15206146,22.36185646,-1,10.71172523,31.51054955,-1,11.25048828,22.34079742,-1,14.28937626,-1,-1,31.30037498,18.90838623,-1,9.125982285,19.21880722,16.37473106,33.91486359,11.2808876,17.09710884,20.94734192,12.90727615,35.97013855,-1,37.71680832,-1,13.1704216,32.18264008,12.7771492,18.22470856
03/09/2004,1113.630005,12.9,191.7,4.3,-1,-1,-1,-1,-1,23.81255531,26.4481144,-1,-1,-1,32.48916626,25.38705635,8.640437126,-1,-1,12.15118122,12.22410011,-1,11.79724884,15.43600464,36.36912155,22.37659645,-1,10.75840473,31.44865799,-1,11.246315,22.14533997,-1,13.98004913,-1,-1,31.28673935,18.85487366,-1,8.889504433,19.13225746,16.31153107,33.68842697,11.2077837,17.05924606,20.90518379,12.90727615,35.99725342,-1,37.72470856,-1,13.22869968,32.24588394,12.05310917,18.26364899
07/09/2004,1121.300049,12.8,191.7,4.26,-1,-1,-1,-1,-1,23.97428703,26.57214355,-1,-1,-1,32.4220047,25.65126991,8.682744026,-1,-1,12.23810482,12.11684704,-1,11.75514317,15.62178993,36.40654755,22.67148018,-1,10.74567509,31.72374916,-1,11.30056572,22.23185349,-1,14.04040623,-1,-1,31.58348846,18.99533463,-1,8.934649467,19.2338562,16.41950035,33.68842697,11.33028698,17.21072006,21.04572105,13.04398537,36.22100449,-1,37.98509598,-1,13.22869968,32.4925766,11.92107964,18.24139214
