Date,SPX,Gold,CPI,Bonds,XLRE,XLC,PICK,XAR,KBE,XLY,VPU,VNQ,XBI,VDE,VDC,IYR,IYH,ITA,XHB,XLU,SOXX,KIE,IYE,XLF,VHT,IXP,XME,IYK,IYM,XSD,IYC,IBB,VIS,XLK,ITB,IAT,IYF,XLI,XTN,IYW,IYJ,IDU,VGT,IYT,XLB,XLV,IYZ,VAW,IAK,VCR,VOX,XLP,VFH,SMH,XLE
18/01/2000,1455.140015,9.19,174.6,6.75,-1,-1,-1,-1,-1,22.31430817,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.018116,-1,-1,-1,11.3463726,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.71545029,-1,-1,-1,18.34203339,-1,-1,-1,-1,-1,-1,14.63855743,21.52872276,-1,-1,-1,-1,-1,12.93411541,-1,-1,14.57430172
19/01/2000,1455.900024,9.25,174.6,6.73,-1,-1,-1,-1,-1,22.26776886,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.02452183,-1,-1,-1,11.30803204,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.78548431,-1,-1,-1,18.28267288,-1,-1,-1,-1,-1,-1,14.3561964,22.04131126,-1,-1,-1,-1,-1,13.0277195,-1,-1,14.52621174
20/01/2000,1445.569946,9.26,174.6,6.79,-1,-1,-1,-1,-1,21.96527863,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.07580185,-1,-1,-1,11.10103321,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.0189743,-1,-1,-1,18.16395378,-1,-1,-1,-1,-1,-1,13.97677135,21.87044716,-1,-1,-1,-1,-1,12.84902573,-1,-1,14.52621174
21/01/2000,1441.359985,9.25,174.6,6.79,-1,-1,-1,-1,-1,21.5115509,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.43474102,-1,-1,-1,10.96304035,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.06567764,-1,-1,-1,17.93641281,-1,-1,-1,-1,-1,-1,14.03854275,21.82772827,-1,-1,-1,-1,-1,12.70436478,-1,-1,14.9270401
24/01/2000,1401.530029,9.23,174.6,6.69,-1,-1,-1,-1,-1,20.7087822,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.28090763,-1,-1,-1,10.76371288,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.75818634,-1,-1,-1,17.42196655,-1,-1,-1,-1,-1,-1,13.66794777,21.17632294,-1,-1,-1,-1,-1,12.3384676,-1,-1,14.39793873
25/01/2000,1410.030029,9.26,174.6,6.7,-1,-1,-1,-1,-1,20.83677483,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.018116,-1,-1,-1,10.87871075,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.58703613,-1,-1,-1,17.32303047,-1,-1,-1,-1,-1,-1,13.41205215,21.32582092,-1,-1,-1,-1,-1,12.18529892,-1,-1,14.36586666
26/01/2000,1404.089966,9.19,174.6,6.69,-1,-1,-1,-1,-1,20.98800087,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.96683884,-1,-1,-1,11.28503895,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.2912178,-1,-1,-1,17.46153259,-1,-1,-1,-1,-1,-1,13.41205215,21.22971153,-1,-1,-1,-1,-1,12.29592419,-1,-1,14.14140606
27/01/2000,1398.560059,9.18,174.6,6.68,-1,-1,-1,-1,-1,20.929842,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.89633656,-1,-1,-1,11.40769291,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.91763306,-1,-1,-1,17.56046295,-1,-1,-1,-1,-1,-1,13.48265934,21.10156631,-1,-1,-1,-1,-1,12.52566814,-1,-1,13.85280323
28/01/2000,1360.160034,9.22,174.6,6.66,-1,-1,-1,-1,-1,20.10381508,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.83864689,-1,-1,-1,11.00904274,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.56341934,-1,-1,-1,17.09548378,-1,-1,-1,-1,-1,-1,13.25323296,20.67440987,-1,-1,-1,-1,-1,12.4235611,-1,-1,13.69247723
31/01/2000,1394.459961,9.11,174.6,6.68,-1,-1,-1,-1,-1,20.25506401,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.33859348,-1,-1,-1,11.31570816,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.77754211,-1,-1,-1,17.21420479,-1,-1,-1,-1,-1,-1,13.17381763,20.57829857,-1,-1,-1,-1,-1,12.65331173,-1,-1,14.01314449
01/02/2000,1409.280029,9.1,174.6,6.62,-1,-1,-1,-1,-1,20.98800087,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.25527,-1,-1,-1,11.37703133,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.57136917,-1,-1,-1,17.09548378,-1,-1,-1,-1,-1,-1,13.41205215,20.84527016,-1,-1,-1,-1,-1,12.52566814,-1,-1,13.98107529
02/02/2000,1409.119995,9.18,174.6,6.6,-1,-1,-1,-1,-1,20.84840965,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.19758129,-1,-1,-1,11.26203156,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.85156631,-1,-1,-1,17.10538292,-1,-1,-1,-1,-1,-1,13.47382164,21.35785294,-1,-1,-1,-1,-1,12.55120182,-1,-1,14.06925869
03/02/2000,1424.969971,9.16,174.6,6.49,-1,-1,-1,-1,-1,20.929842,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.17835617,-1,-1,-1,11.19303703,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.97227478,-1,-1,-1,17.09548378,-1,-1,-1,-1,-1,-1,13.24441338,21.55007362,-1,-1,-1,-1,-1,12.38101292,-1,-1,13.90091038
04/02/2000,1424.369995,9.44,174.6,6.53,-1,-1,-1,-1,-1,20.89493752,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.12066364,-1,-1,-1,11.07804203,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.43925476,-1,-1,-1,17.16473389,-1,-1,-1,-1,-1,-1,13.22675991,21.62482643,-1,-1,-1,-1,-1,12.37250614,-1,-1,13.50007057
07/02/2000,1424.23999,10.05,174.6,6.64,-1,-1,-1,-1,-1,20.45283508,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.08861923,-1,-1,-1,10.96304035,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.90621185,-1,-1,-1,16.8679409,-1,-1,-1,-1,-1,-1,12.97087097,21.27243042,-1,-1,-1,-1,-1,12.35548401,-1,-1,13.65238571
08/02/2000,1441.719971,9.52,174.6,6.59,-1,-1,-1,-1,-1,20.91820526,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.11425686,-1,-1,-1,11.08570671,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.27978516,-1,-1,-1,16.93719101,-1,-1,-1,-1,-1,-1,12.93557358,21.50736618,-1,-1,-1,-1,-1,12.50865078,-1,-1,13.53213692
09/02/2000,1411.709961,9.92,174.6,6.56,-1,-1,-1,-1,-1,20.56918144,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.11425686,-1,-1,-1,10.82505035,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.76613235,-1,-1,-1,16.75911903,-1,-1,-1,-1,-1,-1,12.67968941,21.12291527,-1,-1,-1,-1,-1,12.39802551,-1,-1,13.08320999
10/02/2000,1416.829956,9.93,174.6,6.67,-1,-1,-1,-1,-1,20.38303185,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.95401859,-1,-1,-1,10.52605629,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.73509216,-1,-1,-1,16.47221947,-1,-1,-1,-1,-1,-1,12.57380199,20.94137764,-1,-1,-1,-1,-1,11.98107338,-1,-1,13.35577583
11/02/2000,1387.119995,10.02,174.6,6.63,-1,-1,-1,-1,-1,20.09217644,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.76172924,-1,-1,-1,10.54905415,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.62604141,-1,-1,-1,16.12594795,-1,-1,-1,-1,-1,-1,12.26496887,20.95205688,-1,-1,-1,-1,-1,11.75132561,-1,-1,13.19543743
14/02/2000,1389.939941,9.91,174.6,6.56,-1,-1,-1,-1,-1,20.19689178,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.77455044,-1,-1,-1,10.64105129,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.64937973,-1,-1,-1,16.38318253,-1,-1,-1,-1,-1,-1,12.46792221,20.56761742,-1,-1,-1,-1,-1,11.81088543,-1,-1,13.40386963
15/02/2000,1402.050049,9.78,174.6,6.56,-1,-1,-1,-1,-1,20.24342728,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.748909,-1,-1,-1,10.65638924,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.76613235,-1,-1,-1,16.67007828,-1,-1,-1,-1,-1,-1,13.00617027,20.40743828,-1,-1,-1,-1,-1,12.07467365,-1,-1,13.96504307
